track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
merged	Hotspot_0.999	28	1185.3500	0.0000	3576.0000	999.2617	0.0244	-5.3543	7.0000e-02	8.4000e-02	46	8344198	3.1156e-01	834	469549	1.7532e-02	1	28	1.0455e-06	2.1739	0.0003	0.1199	0.0060
merged	Hotspot_0.99	9261	22191.3300	12845.0000	35649.0000	6303.5936	0.4174	-1.2607	1.0000e-02	3.0000e-02	46	8344198	3.1156e-01	8338	7648169	2.8557e-01	15	9261	3.4579e-04	32.6087	0.1110	0.1799	0.1211
merged	Hotspot_0.9	349366	417569.7800	350949.0000	525311.0000	53244.3648	0.8367	-0.2573	4.0000e-02	6.0000e-02	46	8344198	3.1156e-01	83376	135028905	5.0418e+00	193	349366	1.3045e-02	419.5652	4.1869	0.2315	0.2587
merged	Coldspot_0.1	2451925	2389858.4300	2040543.0000	2787706.0000	222665.7840	1.0260	0.0370	3.4000e-01	3.4000e-01	46	8344198	3.1156e-01	83358	770018278	2.8751e+01	140	2451925	9.1551e-02	304.3478	29.3848	0.1680	0.3184
merged	Coldspot_0.01	1275540	655605.0800	421092.0000	1011752.0000	176376.2137	1.9456	0.9602	1.0000e-02	3.0000e-02	46	8344198	3.1156e-01	8321	204658289	7.6416e+00	8	1275540	4.7627e-02	17.3913	15.2866	0.0961	0.6233
merged	Coldspot_0.001	447609	193045.2200	46888.0000	485355.0000	129223.2614	2.3187	1.2133	4.0000e-02	6.0000e-02	46	8344198	3.1156e-01	817	55726189	2.0807e+00	1	447609	1.6713e-02	2.1739	5.3643	0.1224	0.8032
