track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
invs	Hotspot_0.9	489519	669293.6300	533021.0000	800004.0000	82387.4427	0.7314	-0.4513	1.0000e-02	1.5000e-02	130	12755754	4.5131e-01	85181	147208246	5.2083e+00	253	489519	1.7319e-02	194.6154	3.8376	0.2970	0.3325
invs	Coldspot_0.1	3750952	3491848.2200	2998458.0000	4077395.0000	330179.4621	1.0742	0.1033	2.2000e-01	2.2000e-01	130	12755754	4.5131e-01	85162	855303584	3.0261e+01	226	3750952	1.3271e-01	173.8462	29.4060	0.2654	0.4386
invs	Coldspot_0.01	1732973	924496.3400	611526.0000	1276085.0000	209641.1811	1.8745	0.9065	1.0000e-02	1.5000e-02	130	12755754	4.5131e-01	8500	231711737	8.1981e+00	20	1732973	6.1314e-02	15.3846	13.5858	0.2353	0.7479
invs	Coldspot_0.001	1260859	249256.1100	77729.0000	508768.0000	139666.8437	5.0585	2.3387	1.0000e-02	1.5000e-02	130	12755754	4.5131e-01	834	61111167	2.1621e+00	6	1260859	4.4610e-02	4.6154	9.8846	0.7194	2.0632
LFinvs	Hotspot_0.99	2870	11608.6300	4040.0000	21555.0000	5594.6601	0.2473	-2.0157	1.0000e-02	1.5000e-02	75	3748768	1.3263e-01	8518	8057649	2.8508e-01	6	2870	1.0154e-04	8.0000	0.0766	0.0704	0.0356
LFinvs	Hotspot_0.999	238	711.6400	0.0000	2366.0000	785.4188	0.3354	-1.5762	4.0000e-01	4.0000e-01	75	3748768	1.3263e-01	852	441389	1.5617e-02	1	238	8.4206e-06	1.3333	0.0063	0.1174	0.0539
LFinvs	Hotspot_0.9	100646	224079.0500	144156.0000	316282.0000	51634.0192	0.4492	-1.1547	1.0000e-02	1.5000e-02	75	3748768	1.3263e-01	85181	147208246	5.2083e+00	54	100646	3.5609e-03	72.0000	2.6848	0.0634	0.0684
LFinvs	Coldspot_0.1	1009279	889281.2900	685029.0000	1133633.0000	135206.8353	1.1349	0.1826	1.7000e-01	2.0400e-01	75	3748768	1.3263e-01	85162	855303584	3.0261e+01	87	1009279	3.5709e-02	116.0000	26.9230	0.1022	0.1180
LFinvs	Coldspot_0.01	521664	221564.9300	132044.0000	333283.0000	68287.6984	2.3544	1.2354	1.0000e-02	1.5000e-02	75	3748768	1.3263e-01	8500	231711737	8.1981e+00	10	521664	1.8457e-02	13.3333	13.9156	0.1176	0.2251
LFinvs	Coldspot_0.001	330052	57856.1300	4660.0000	124290.0000	37910.2315	5.7046	2.5121	1.0000e-02	1.5000e-02	75	3748768	1.3263e-01	834	61111167	2.1621e+00	1	330052	1.1677e-02	1.3333	8.8043	0.1199	0.5401
LFNAHRinvs	Coldspot_0.001	0	40139.9900	0.0000	168798.0000	51098.2703	0.0000	-15.2928	2.9000e-01	4.3500e-01	25	2585723	9.1484e-02	834	61111167	2.1621e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Hotspot_0.999	0	450.3600	0.0000	1573.0000	569.6849	0.0022	-8.8181	4.5000e-01	4.6000e-01	25	2585723	9.1484e-02	852	441389	1.5617e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Hotspot_0.99	2520	7931.7800	1452.0000	18374.0000	4782.4407	0.3178	-1.6538	1.0000e-01	3.0000e-01	25	2585723	9.1484e-02	8518	8057649	2.8508e-01	4	2520	8.9159e-05	16.0000	0.0975	0.0470	0.0313
LFNAHRinvs	Hotspot_0.9	74964	145394.6300	84446.0000	218557.0000	37952.5193	0.5156	-0.9557	1.0000e-02	6.0000e-02	25	2585723	9.1484e-02	85181	147208246	5.2083e+00	38	74964	2.6523e-03	152.0000	2.8992	0.0446	0.0509
LFNAHRinvs	Coldspot_0.1	534612	657394.0400	447114.0000	885389.0000	132282.0698	0.8132	-0.2983	1.7000e-01	3.4000e-01	25	2585723	9.1484e-02	85162	855303584	3.0261e+01	63	534612	1.8915e-02	252.0000	20.6755	0.0740	0.0625
