track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
merged	Hotspot_0.999	28	3275.9960	1250.0000	4554.0000	1304.8890	0.0088	-6.8202	1.5000e-02	2.2500e-02	18	18170345	6.7845e-01	834	469549	1.7532e-02	1	28	1.0455e-06	5.5556	0.0002	0.1199	0.0060
merged	Hotspot_0.99	9261	49320.5480	21346.0000	71918.0000	16267.7789	0.1878	-2.4128	2.0000e-03	6.0000e-03	18	18170345	6.7845e-01	8344	7648169	2.8557e-01	15	9261	3.4579e-04	83.3333	0.0510	0.1798	0.1211
merged	Hotspot_0.9	340227	839146.6610	449708.0000	1208205.0000	248682.0400	0.4054	-1.3024	1.0000e-03	6.0000e-03	18	18170345	6.7845e-01	83434	135028905	5.0418e+00	188	340227	1.2704e-02	1044.4444	1.8724	0.2253	0.2520
merged	Coldspot_0.1	2191272	2863997.8510	2313759.0000	3453538.0000	360479.9090	0.7651	-0.3863	1.3000e-02	2.2500e-02	18	18170345	6.7845e-01	83658	770018278	2.8751e+01	125	2191272	8.1819e-02	694.4444	12.0596	0.1494	0.2846
merged	Coldspot_0.01	1182308	1254929.4780	1121546.0000	1416185.0000	93853.0570	0.9421	-0.0860	2.1600e-01	2.5920e-01	18	18170345	6.7845e-01	8406	204658289	7.6416e+00	8	1182308	4.4146e-02	44.4444	6.5068	0.0952	0.5777
merged	Coldspot_0.001	447609	464232.7190	447609.0000	592543.0000	57644.3745	0.9642	-0.0526	6.7100e-01	6.7100e-01	18	18170345	6.7845e-01	838	55726189	2.0807e+00	2	447609	1.6713e-02	11.1111	2.4634	0.2387	0.8032
