track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
merged	Hotspot_0.99	57947	354162.9000	305008.0000	402446.0000	31832.7211	0.1636	-2.6116	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	8338	7648169	2.8557e-01	55	57947	2.1637e-03	0.7875	0.0483	0.6596	0.7577
merged	Hotspot_0.999	3856	20692.3200	13788.0000	28454.0000	4337.6953	0.1864	-2.4236	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	834	469549	1.7532e-02	5	3856	1.4398e-04	0.0716	0.0032	0.5995	0.8212
merged	Hotspot_0.9	2504317	6312942.7600	5920861.0000	6794611.0000	252769.6990	0.3967	-1.3339	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	83376	135028905	5.0418e+00	1027	2504317	9.3508e-02	14.7050	2.0864	1.2318	1.8547
merged	Coldspot_0.1	50118560	32025866.8200	30692126.0000	33452809.0000	885721.4508	1.5649	0.6461	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	83358	770018278	2.8751e+01	3279	50118560	1.8714e+00	46.9502	41.7540	3.9336	6.5087
merged	Coldspot_0.01	29597607	8794178.3000	7624420.0000	9778670.0000	721938.7835	3.3656	1.7509	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	8321	204658289	7.6416e+00	902	29597607	1.1051e+00	12.9152	24.6579	10.8400	14.4620
merged	Coldspot_0.001	16632708	2654369.2800	1917707.0000	3462408.0000	492518.0528	6.2662	2.6476	1.0000e-02	1.0000e-02	6984	120033000	4.4819e+00	817	55726189	2.0807e+00	303	16632708	6.2104e-01	4.3385	13.8568	37.0869	29.8472
