track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
merged	Hotspot_0.99	0	2647.6200	0.0000	7004.0000	2208.1124	0.0004	-11.3710	1.9000e-01	3.8000e-01	50	1163045	4.3094e-02	10390	5567094	2.0627e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
merged	Hotspot_0.999	0	367.5400	0.0000	1603.0000	625.0578	0.0027	-8.5257	6.8000e-01	6.9000e-01	50	1163045	4.3094e-02	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
merged	Hotspot_0.9	17781	45965.3600	13269.0000	98769.0000	26757.5733	0.3868	-1.3702	1.1000e-01	3.3000e-01	50	1163045	4.3094e-02	103892	80956273	2.9996e+00	24	17781	6.5883e-04	48.0000	1.5288	0.0231	0.0220
merged	Coldspot_0.001	1197	2336.1100	0.0000	10443.0000	9149.7819	0.5126	-0.9641	6.9000e-01	6.9000e-01	50	1163045	4.3094e-02	1038	12194602	4.5184e-01	1	1197	4.4352e-05	2.0000	0.1029	0.0963	0.0098
merged	Coldspot_0.01	17132	17018.8300	858.0000	58877.0000	20199.0061	1.0066	0.0096	2.8000e-01	4.2000e-01	50	1163045	4.3094e-02	10391	71299683	2.6418e+00	5	17132	6.3478e-04	10.0000	1.4730	0.0481	0.0240
merged	Coldspot_0.1	578075	212342.6200	75873.0000	446296.0000	110387.0593	2.7224	1.4449	1.0000e-02	6.0000e-02	50	1163045	4.3094e-02	103905	558914693	2.0709e+01	44	578075	2.1419e-02	88.0000	49.7036	0.0423	0.1034
