track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
merged	Hotspot_0.99	350	4704.2100	17.0000	12755.0000	3893.7683	0.0746	-3.7447	1.1000e-01	1.3200e-01	78	1338747	4.7366e-02	8518	8057649	2.8508e-01	2	350	1.2383e-05	2.5641	0.0261	0.0235	0.0043
merged	Hotspot_0.9	27027	94995.7600	35994.0000	167143.0000	38745.4041	0.2845	-1.8134	3.0000e-02	6.0000e-02	78	1338747	4.7366e-02	85185	147208246	5.2083e+00	17	27027	9.5623e-04	21.7949	2.0188	0.0200	0.0184
merged	Hotspot_0.999	238	372.5300	0.0000	2224.0000	710.4543	0.6398	-0.6442	7.0000e-01	7.0000e-01	78	1338747	4.7366e-02	852	441389	1.5617e-02	1	238	8.4206e-06	1.2821	0.0178	0.1174	0.0539
merged	Coldspot_0.1	593345	289892.3700	171507.0000	622063.0000	125485.4016	2.0468	1.0334	4.0000e-02	6.0000e-02	78	1338747	4.7366e-02	85177	855303584	3.0261e+01	34	593345	2.0993e-02	43.5897	44.3209	0.0399	0.0694
merged	Coldspot_0.01	378510	81536.9100	22039.0000	410578.0000	94252.4977	4.6421	2.2148	4.0000e-02	6.0000e-02	78	1338747	4.7366e-02	8505	231711737	8.1981e+00	5	378510	1.3392e-02	6.4103	28.2735	0.0588	0.1634
merged	Coldspot_0.001	330052	36222.7900	1103.0000	309141.0000	79291.8733	9.1115	3.1877	2.0000e-02	6.0000e-02	78	1338747	4.7366e-02	836	61111167	2.1621e+00	1	330052	1.1677e-02	1.2821	24.6538	0.1196	0.5401
