track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
invs	Hotspot_0.9	435546	777752.1400	644542.0000	926133.0000	82760.9226	0.5600	-0.8365	1.0000e-02	1.2000e-02	114	11812711	4.4107e-01	83379	135028905	5.0418e+00	245	435546	1.6263e-02	214.9123	3.6871	0.2938	0.3226
invs	Coldspot_0.1	3338565	2528188.7800	2056384.0000	3139653.0000	314340.1192	1.3205	0.4011	1.0000e-02	1.2000e-02	114	11812711	4.4107e-01	83373	770018278	2.8751e+01	214	3338565	1.2466e-01	187.7193	28.2625	0.2567	0.4336
invs	Coldspot_0.01	1749458	738395.5600	373162.0000	1267040.0000	279846.1308	2.3693	1.2444	1.0000e-02	1.2000e-02	114	11812711	4.4107e-01	8326	204658289	7.6416e+00	19	1749458	6.5322e-02	16.6667	14.8100	0.2282	0.8548
invs	Coldspot_0.001	796118	252892.9100	39323.0000	800456.0000	207550.9248	3.1480	1.6545	4.0000e-02	4.0000e-02	114	11812711	4.4107e-01	818	55726189	2.0807e+00	3	796118	2.9726e-02	2.6316	6.7395	0.3667	1.4286
LFinvs	Hotspot_0.99	2654	9103.0000	2505.0000	18462.0000	4882.1052	0.2916	-1.7778	8.0000e-02	1.2000e-01	70	3497573	1.3059e-01	8338	7648169	2.8557e-01	5	2654	9.9097e-05	7.1429	0.0759	0.0600	0.0347
LFinvs	Hotspot_0.999	238	604.7000	0.0000	1965.0000	680.3736	0.3946	-1.3416	4.7000e-01	4.7000e-01	70	3497573	1.3059e-01	834	469549	1.7532e-02	1	238	8.8866e-06	1.4286	0.0068	0.1199	0.0507
LFinvs	Hotspot_0.9	86180	194758.8200	130903.0000	274284.0000	44644.0412	0.4425	-1.1763	1.0000e-02	2.0000e-02	70	3497573	1.3059e-01	83379	135028905	5.0418e+00	52	86180	3.2178e-03	74.2857	2.4640	0.0624	0.0638
LFinvs	Coldspot_0.1	898023	799945.5000	574886.0000	1057155.0000	139582.3800	1.1226	0.1669	1.9000e-01	2.2800e-01	70	3497573	1.3059e-01	83373	770018278	2.8751e+01	75	898023	3.3531e-02	107.1429	25.6756	0.0900	0.1166
LFinvs	Coldspot_0.01	473918	215386.0900	104220.0000	408828.0000	83210.8212	2.2003	1.1377	1.0000e-02	2.0000e-02	70	3497573	1.3059e-01	8326	204658289	7.6416e+00	11	473918	1.7695e-02	15.7143	13.5499	0.1321	0.2316
LFinvs	Coldspot_0.001	348509	75237.9600	1959.0000	180971.0000	57050.5658	4.6320	2.2116	1.0000e-02	2.0000e-02	70	3497573	1.3059e-01	818	55726189	2.0807e+00	2	348509	1.3013e-02	2.8571	9.9643	0.2445	0.6254
LFNAHRinvs	Coldspot_0.001	0	34032.5800	0.0000	100131.0000	32165.7987	0.0000	-15.0547	2.6000e-01	3.1200e-01	20	2334528	8.7168e-02	818	55726189	2.0807e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Hotspot_0.999	0	323.5600	0.0000	1225.0000	477.6901	0.0031	-8.3423	5.6000e-01	5.6000e-01	20	2334528	8.7168e-02	834	469549	1.7532e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Hotspot_0.99	2304	6101.7800	1271.0000	11625.0000	3325.1286	0.3777	-1.4047	1.2000e-01	2.4000e-01	20	2334528	8.7168e-02	8338	7648169	2.8557e-01	3	2304	8.6028e-05	15.0000	0.0987	0.0360	0.0301
LFNAHRinvs	Hotspot_0.9	63261	118390.4500	70868.0000	181178.0000	31452.1324	0.5343	-0.9042	2.0000e-02	6.0000e-02	20	2334528	8.7168e-02	83379	135028905	5.0418e+00	36	63261	2.3621e-03	180.0000	2.7098	0.0432	0.0468
LFNAHRinvs	Coldspot_0.1	331795	579019.1100	402444.0000	799156.0000	114833.6974	0.5730	-0.8033	2.0000e-02	6.0000e-02	20	2334528	8.7168e-02	83373	770018278	2.8751e+01	46	331795	1.2389e-02	230.0000	14.2125	0.0552	0.0431
LFNAHRinvs	Coldspot_0.01	85021	141557.8300	52844.0000	277518.0000	63776.9061	0.6006	-0.7355	2.0000e-01	3.0000e-01	20	2334528	8.7168e-02	8326	204658289	7.6416e+00	5	85021	3.1746e-03	25.0000	3.6419	0.0601	0.0415
