track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
HFNHinvs	Coldspot_0.001	1044	763.8200	0.0000	10233.0000	2500.5997	1.3663	0.4503	1.3000e-01	3.9000e-01	27	181549	6.7268e-03	1038	12194602	4.5184e-01	1	1044	3.8683e-05	3.7037	0.5751	0.0963	0.0086
HFNHinvs	Coldspot_0.1	92600	40683.3300	15867.0000	68579.0000	16552.1816	2.2761	1.1866	1.0000e-02	6.0000e-02	27	181549	6.7268e-03	103896	558914693	2.0709e+01	138	92600	3.4310e-03	511.1111	51.0055	0.1328	0.0166
HFno501invs	Hotspot_0.99	0	7122.3700	2812.0000	12743.0000	2911.4798	0.0001	-12.7983	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	10390	5567094	2.0627e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFno501invs	Hotspot_0.999	0	699.2800	0.0000	2494.0000	877.8606	0.0014	-9.4518	5.0000e-01	5.0000e-01	45	2693089	9.9785e-02	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFno501invs	Hotspot_0.9	53332	105154.0100	74790.0000	140659.0000	19415.1503	0.5072	-0.9794	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	103891	80956273	2.9996e+00	64	53332	1.9761e-03	142.2222	1.9803	0.0616	0.0659
HFno501invs	Coldspot_0.1	841164	516259.6500	415199.0000	610564.0000	63466.4635	1.6293	0.7043	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	103896	558914693	2.0709e+01	394	841164	3.1167e-02	875.5556	31.2342	0.3792	0.1505
HFno501invs	Coldspot_0.01	258597	66088.1800	26817.0000	112651.0000	27369.3263	3.9129	1.9682	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	10389	71299683	2.6418e+00	105	258597	9.5816e-03	233.3333	9.6022	1.0107	0.3627
HFno501invs	Coldspot_0.001	160983	12109.6400	0.0000	34346.0000	12573.4180	13.2928	3.7326	1.0000e-02	1.2000e-02	45	2693089	9.9785e-02	1038	12194602	4.5184e-01	53	160983	5.9648e-03	117.7778	5.9776	5.1060	1.3201
invs	Hotspot_0.999	0	2299.1400	0.0000	5650.0000	1811.2711	0.0004	-11.1675	1.2000e-01	1.4400e-01	114	11812711	4.3769e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
invs	Hotspot_0.99	7989	26891.5400	17349.0000	41732.0000	7564.4983	0.2971	-1.7509	1.0000e-02	2.0000e-02	114	11812711	4.3769e-01	10390	5567094	2.0627e-01	15	7989	2.9601e-04	13.1579	0.0676	0.1444	0.1435
invs	Coldspot_0.1	1604189	2446206.2600	1986896.0000	2919891.0000	306739.3479	0.6558	-0.6087	1.0000e-02	2.0000e-02	114	11812711	4.3769e-01	103896	558914693	2.0709e+01	475	1604189	5.9439e-02	416.6667	13.5802	0.4572	0.2870
invs	Coldspot_0.01	275729	346375.6900	180888.0000	553683.0000	119335.4345	0.7960	-0.3291	2.7000e-01	2.7000e-01	114	11812711	4.3769e-01	10389	71299683	2.6418e+00	110	275729	1.0216e-02	96.4912	2.3342	1.0588	0.3867
invs	Hotspot_0.9	670867	389452.2700	316898.0000	482501.0000	54831.5715	1.7226	0.7846	1.0000e-02	2.0000e-02	114	11812711	4.3769e-01	103891	80956273	2.9996e+00	513	670867	2.4857e-02	450.0000	5.6792	0.4938	0.8287
invs	Coldspot_0.001	162180	78045.9300	6069.0000	213166.0000	65521.0728	2.0780	1.0552	1.0000e-01	1.4400e-01	114	11812711	4.3769e-01	1038	12194602	4.5184e-01	54	162180	6.0092e-03	47.3684	1.3729	5.2023	1.3299
LFinvs	Hotspot_0.999	0	563.7400	0.0000	2533.0000	812.3097	0.0018	-9.1414	5.5000e-01	5.5000e-01	70	3497573	1.2959e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFinvs	Coldspot_0.001	1197	10154.2400	0.0000	49650.0000	18245.0396	0.1180	-3.0835	4.7000e-01	5.5000e-01	70	3497573	1.2959e-01	1038	12194602	4.5184e-01	1	1197	4.4352e-05	1.4286	0.0342	0.0963	0.0098
LFinvs	Coldspot_0.01	17132	79309.7300	11406.0000	180340.0000	49410.8180	0.2160	-2.2107	9.0000e-02	5.4000e-01	70	3497573	1.2959e-01	10389	71299683	2.6418e+00	5	17132	6.3478e-04	7.1429	0.4898	0.0481	0.0240
LFinvs	Hotspot_0.99	6383	8862.2500	3650.0000	14818.0000	3675.3247	0.7203	-0.4734	2.6000e-01	5.5000e-01	70	3497573	1.2959e-01	10390	5567094	2.0627e-01	11	6383	2.3651e-04	15.7143	0.1825	0.1059	0.1147
LFinvs	Hotspot_0.9	126221	124735.6600	81999.0000	191309.0000	32992.3759	1.0119	0.0171	3.9000e-01	5.5000e-01	70	3497573	1.2959e-01	103891	80956273	2.9996e+00	211	126221	4.6768e-03	301.4286	3.6088	0.2031	0.1559
LFinvs	Coldspot_0.1	727632	642449.8100	409718.0000	872738.0000	144470.8399	1.1326	0.1796	2.9000e-01	5.5000e-01	70	3497573	1.2959e-01	103896	558914693	2.0709e+01	70	727632	2.6960e-02	100.0000	20.8039	0.0674	0.1302
LFNAHRinvs	Coldspot_0.01	0	61913.1900	0.0000	178886.0000	46331.2223	0.0000	-15.9180	8.0000e-02	1.6000e-01	20	2334528	8.6500e-02	10389	71299683	2.6418e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Coldspot_0.001	0	6324.5600	0.0000	49650.0000	15689.3295	0.0002	-12.6270	7.7000e-01	7.7000e-01	20	2334528	8.6500e-02	1038	12194602	4.5184e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Hotspot_0.999	0	381.6200	0.0000	1346.0000	690.8202	0.0026	-8.5798	6.7000e-01	7.7000e-01	20	2334528	8.6500e-02	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Coldspot_0.1	149557	459770.5600	276629.0000	685580.0000	120707.7825	0.3253	-1.6202	1.0000e-02	6.0000e-02	20	2334528	8.6500e-02	103896	558914693	2.0709e+01	26	149557	5.5414e-03	130.0000	6.4063	0.0250	0.0268
LFNAHRinvs	Hotspot_0.99	6383	5513.9100	1191.0000	12704.0000	3312.5424	1.1576	0.2111	3.0000e-01	4.5000e-01	20	2334528	8.6500e-02	10390	5567094	2.0627e-01	11	6383	2.3651e-04	55.0000	0.2734	0.1059	0.1147
LFNAHRinvs	Hotspot_0.9	108440	71528.4300	37098.0000	115531.0000	23348.5195	1.5160	0.6003	6.0000e-02	1.6000e-01	20	2334528	8.6500e-02	103891	80956273	2.9996e+00	187	108440	4.0180e-03	935.0000	4.6451	0.1800	0.1339
LFNHinvs	Hotspot_0.99	0	2604.2800	0.0000	7157.0000	2125.2218	0.0004	-11.3472	1.2000e-01	2.4000e-01	50	1163045	4.3094e-02	10390	5567094	2.0627e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNHinvs	Hotspot_0.999	0	280.8600	0.0000	1566.0000	610.9873	0.0035	-8.1388	7.7000e-01	7.7000e-01	50	1163045	4.3094e-02	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNHinvs	Hotspot_0.9	17781	46162.1300	22009.0000	85882.0000	18986.6903	0.3852	-1.3763	3.0000e-02	9.0000e-02	50	1163045	4.3094e-02	103891	80956273	2.9996e+00	24	17781	6.5883e-04	48.0000	1.5288	0.0231	0.0220
LFNHinvs	Coldspot_0.001	1197	2143.4100	0.0000	12436.0000	4529.0412	0.5587	-0.8400	6.8000e-01	7.7000e-01	50	1163045	4.3094e-02	1038	12194602	4.5184e-01	1	1197	4.4352e-05	2.0000	0.1029	0.0963	0.0098
LFNHinvs	Coldspot_0.01	17132	17992.7200	847.0000	57932.0000	16045.6802	0.9522	-0.0707	5.6000e-01	7.7000e-01	50	1163045	4.3094e-02	10389	71299683	2.6418e+00	5	17132	6.3478e-04	10.0000	1.4730	0.0481	0.0240
LFNHinvs	Coldspot_0.1	578075	199327.4100	107261.0000	341997.0000	83209.1811	2.9001	1.5361	1.0000e-02	6.0000e-02	50	1163045	4.3094e-02	103896	558914693	2.0709e+01	44	578075	2.1419e-02	88.0000	49.7036	0.0424	0.1034
NAHRinvs	Hotspot_0.999	0	1707.7600	0.0000	3964.0000	1191.6908	0.0006	-10.7387	1.7000e-01	2.0400e-01	38	10479500	3.8829e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NAHRinvs	Hotspot_0.99	7989	23133.2200	13319.0000	33658.0000	6082.7684	0.3454	-1.5338	1.0000e-02	2.0000e-02	38	10479500	3.8829e-01	10390	5567094	2.0627e-01	15	7989	2.9601e-04	39.4737	0.0762	0.1444	0.1435
NAHRinvs	Coldspot_0.1	944897	2277213.6300	1741810.0000	2823130.0000	304755.9890	0.4149	-1.2690	1.0000e-02	2.0000e-02	38	10479500	3.8829e-01	103896	558914693	2.0709e+01	294	944897	3.5011e-02	773.6842	9.0166	0.2830	0.1691
NAHRinvs	Coldspot_0.01	257553	336514.6100	148458.0000	584302.0000	129188.6487	0.7654	-0.3858	2.8000e-01	2.8000e-01	38	10479500	3.8829e-01	10389	71299683	2.6418e+00	104	257553	9.5429e-03	273.6842	2.4577	1.0011	0.3612
NAHRinvs	Hotspot_0.9	649633	337245.8500	258554.0000	426454.0000	55046.5996	1.9263	0.9458	1.0000e-02	2.0000e-02	38	10479500	3.8829e-01	103891	80956273	2.9996e+00	480	649633	2.4070e-02	1263.1579	6.1991	0.4620	0.8024
NAHRinvs	Coldspot_0.001	159939	78807.8100	0.0000	217578.0000	73374.6952	2.0295	1.0211	1.1000e-01	1.6500e-01	38	10479500	3.8829e-01	1038	12194602	4.5184e-01	52	159939	5.9261e-03	136.8421	1.5262	5.0096	1.3116
