track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
merged	Hotspot_0.999	0	1707.7600	0.0000	3964.0000	1191.6908	0.0006	-10.7387	1.7000e-01	2.0400e-01	38	10479500	3.8829e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
merged	Hotspot_0.99	7989	23133.2200	13319.0000	33658.0000	6082.7684	0.3454	-1.5338	1.0000e-02	2.0000e-02	38	10479500	3.8829e-01	10390	5567094	2.0627e-01	15	7989	2.9601e-04	39.4737	0.0762	0.1444	0.1435
merged	Coldspot_0.1	944897	2277213.6300	1741810.0000	2823130.0000	304755.9890	0.4149	-1.2690	1.0000e-02	2.0000e-02	38	10479500	3.8829e-01	103896	558914693	2.0709e+01	294	944897	3.5011e-02	773.6842	9.0166	0.2830	0.1691
merged	Coldspot_0.01	257553	336514.6100	148458.0000	584302.0000	129188.6487	0.7654	-0.3858	2.8000e-01	2.8000e-01	38	10479500	3.8829e-01	10389	71299683	2.6418e+00	104	257553	9.5429e-03	273.6842	2.4577	1.0011	0.3612
merged	Hotspot_0.9	649633	337245.8500	258554.0000	426454.0000	55046.5996	1.9263	0.9458	1.0000e-02	2.0000e-02	38	10479500	3.8829e-01	103891	80956273	2.9996e+00	480	649633	2.4070e-02	1263.1579	6.1991	0.4620	0.8024
merged	Coldspot_0.001	159939	78807.8100	0.0000	217578.0000	73374.6952	2.0295	1.0211	1.1000e-01	1.6500e-01	38	10479500	3.8829e-01	1038	12194602	4.5184e-01	52	159939	5.9261e-03	136.8421	1.5262	5.0096	1.3116
