track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
merged	Hotspot_0.999	0	2894.2700	0.0000	5462.0000	1592.1225	0.0003	-11.4995	6.0000e-02	9.0000e-02	46	8344198	3.0917e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
merged	Hotspot_0.99	1606	24157.1600	13954.0000	34606.0000	6042.9309	0.0665	-3.9101	1.0000e-02	2.0000e-02	46	8344198	3.0917e-01	10390	5567094	2.0627e-01	4	1606	5.9506e-05	8.6957	0.0192	0.0385	0.0288
merged	Coldspot_0.1	887940	739353.9200	514776.0000	1028802.0000	142401.7828	1.2010	0.2642	1.5000e-01	1.5000e-01	46	8344198	3.0917e-01	103905	558914693	2.0709e+01	406	887940	3.2900e-02	882.6087	10.6414	0.3907	0.1589
merged	Hotspot_0.9	547069	435522.6900	330700.0000	569913.0000	72711.6104	1.2561	0.3290	9.0000e-02	1.0800e-01	46	8344198	3.0917e-01	103892	80956273	2.9996e+00	304	547069	2.0270e-02	660.8696	6.5563	0.2926	0.6758
merged	Coldspot_0.01	258597	93983.3900	27476.0000	203724.0000	59650.8602	2.7515	1.4602	1.0000e-02	2.0000e-02	46	8344198	3.0917e-01	10391	71299683	2.6418e+00	105	258597	9.5816e-03	228.2609	3.0991	1.0105	0.3627
merged	Coldspot_0.001	160983	18571.8200	0.0000	82224.0000	25353.7791	8.6677	3.1157	1.0000e-02	2.0000e-02	46	8344198	3.0917e-01	1038	12194602	4.5184e-01	53	160983	5.9648e-03	115.2174	1.9293	5.1060	1.3201
