track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
merged	Coldspot_0.001	0	34032.5800	0.0000	100131.0000	32165.7987	0.0000	-15.0547	2.6000e-01	3.1200e-01	20	2334528	8.7168e-02	818	55726189	2.0807e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
merged	Hotspot_0.999	0	323.5600	0.0000	1225.0000	477.6901	0.0031	-8.3423	5.6000e-01	5.6000e-01	20	2334528	8.7168e-02	834	469549	1.7532e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
merged	Hotspot_0.99	2304	6101.7800	1271.0000	11625.0000	3325.1286	0.3777	-1.4047	1.2000e-01	2.4000e-01	20	2334528	8.7168e-02	8338	7648169	2.8557e-01	3	2304	8.6028e-05	15.0000	0.0987	0.0360	0.0301
merged	Hotspot_0.9	63261	118390.4500	70868.0000	181178.0000	31452.1324	0.5343	-0.9042	2.0000e-02	6.0000e-02	20	2334528	8.7168e-02	83379	135028905	5.0418e+00	36	63261	2.3621e-03	180.0000	2.7098	0.0432	0.0468
merged	Coldspot_0.1	331795	579019.1100	402444.0000	799156.0000	114833.6974	0.5730	-0.8033	2.0000e-02	6.0000e-02	20	2334528	8.7168e-02	83373	770018278	2.8751e+01	46	331795	1.2389e-02	230.0000	14.2125	0.0552	0.0431
merged	Coldspot_0.01	85021	141557.8300	52844.0000	277518.0000	63776.9061	0.6006	-0.7355	2.0000e-01	3.0000e-01	20	2334528	8.7168e-02	8326	204658289	7.6416e+00	5	85021	3.1746e-03	25.0000	3.6419	0.0601	0.0415
