track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
HFNHinvs	Hotspot_0.9	1345	9651.5800	1363.0000	20443.0000	5472.9408	0.1394	-2.8422	5.0000e-02	1.0000e-01	29	187085	6.6192e-03	85185	147208246	5.2083e+00	1	1345	4.7587e-05	3.4483	0.7189	0.0012	0.0009
HFNHinvs	Coldspot_0.1	118678	65590.5400	37889.0000	97127.0000	17182.4550	1.8094	0.8555	1.0000e-02	3.0000e-02	29	187085	6.6192e-03	85177	855303584	3.0261e+01	10	118678	4.1989e-03	34.4828	63.4353	0.0117	0.0139
HFno501invs	Hotspot_0.99	0	9082.4500	1982.0000	19747.0000	5943.5078	0.0001	-13.1490	1.0000e-02	3.0000e-02	56	3384937	1.1976e-01	8518	8057649	2.8508e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFno501invs	Hotspot_0.999	0	598.9700	0.0000	2746.0000	834.8377	0.0017	-9.2287	4.4000e-01	4.4000e-01	56	3384937	1.1976e-01	852	441389	1.5617e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
HFno501invs	Hotspot_0.9	27492	177649.3800	110696.0000	278840.0000	50261.3010	0.1548	-2.6919	1.0000e-02	3.0000e-02	56	3384937	1.1976e-01	85185	147208246	5.2083e+00	11	27492	9.7268e-04	19.6429	0.8122	0.0129	0.0187
HFno501invs	Coldspot_0.01	181058	342483.1400	154315.0000	705493.0000	159534.0873	0.5287	-0.9196	1.2000e-01	2.4000e-01	56	3384937	1.1976e-01	8505	231711737	8.1981e+00	7	181058	6.4059e-03	12.5000	5.3489	0.0823	0.0781
HFno501invs	Coldspot_0.001	79116	139491.9500	27193.0000	413569.0000	119687.0284	0.5672	-0.8181	3.5000e-01	4.4000e-01	56	3384937	1.1976e-01	836	61111167	2.1621e+00	3	79116	2.7992e-03	5.3571	2.3373	0.3589	0.1295
HFno501invs	Coldspot_0.1	1020357	991711.8500	731095.0000	1446416.0000	200566.8789	1.0289	0.0411	3.8000e-01	4.4000e-01	56	3384937	1.1976e-01	85177	855303584	3.0261e+01	42	1020357	3.6101e-02	75.0000	30.1440	0.0493	0.1193
invs	Hotspot_0.999	266	2104.3000	349.0000	4712.0000	1371.0673	0.1268	-2.9791	2.0000e-02	2.0000e-02	130	12755754	4.5131e-01	852	441389	1.5617e-02	2	266	9.4112e-06	1.5385	0.0021	0.2347	0.0603
invs	Hotspot_0.99	13039	37237.6200	22930.0000	53977.0000	9634.3253	0.3502	-1.5139	1.0000e-02	1.2000e-02	130	12755754	4.5131e-01	8518	8057649	2.8508e-01	21	13039	4.6133e-04	16.1538	0.1022	0.2465	0.1618
invs	Hotspot_0.9	489519	772022.9400	647959.0000	906571.0000	83617.6145	0.6341	-0.6573	1.0000e-02	1.2000e-02	130	12755754	4.5131e-01	85185	147208246	5.2083e+00	253	489519	1.7319e-02	194.6154	3.8376	0.2970	0.3325
